ImageView_0,ImageView_90,ImageView_180,ImageView_270,ImageView_Aufsicht,ImageView_Untersicht,BB,BK,BWH1,BWH2,BANR1,BANR2,NRVNR1,NRVNR2,NRVNR3,NRVNR4,MotorSize
Middle_Motors\view_0\images\mittel_0704_FA_1_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_FA_1_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_FA_1_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_FA_1_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_FA_1_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_FA_1_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_FA_2_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_FA_2_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_FA_2_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_FA_2_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_FA_2_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_FA_2_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_FA_3_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_FA_3_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_FA_3_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_FA_3_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_FA_3_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_FA_3_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_FA_4_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_FA_4_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_FA_4_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_FA_4_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_FA_4_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_FA_4_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_FA_5_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_FA_5_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_FA_5_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_FA_5_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_FA_5_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_FA_5_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_FA_6_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_FA_6_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_FA_6_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_FA_6_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_FA_6_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_FA_6_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_FA_7_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_FA_7_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_FA_7_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_FA_7_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_FA_7_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_FA_7_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_FA_8_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_FA_8_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_FA_8_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_FA_8_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_FA_8_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_FA_8_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_FA_9_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_FA_9_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_FA_9_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_FA_9_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_FA_9_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_FA_9_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_FA_10_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_FA_10_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_FA_10_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_FA_10_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_FA_10_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_FA_10_num_6.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_FA_11_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_FA_11_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_FA_11_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_FA_11_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_FA_11_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_FA_11_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_FA_12_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_FA_12_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_FA_12_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_FA_12_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_FA_12_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_FA_12_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_FA_13_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_FA_13_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_FA_13_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_FA_13_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_FA_13_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_FA_13_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_1_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_1_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_1_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_1_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_1_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_1_num_6.jpg,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_2_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_2_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_2_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_2_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_2_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_2_num_6.jpg,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_3_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_3_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_3_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_3_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_3_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_3_num_6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_4_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_4_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_4_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_4_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_4_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_4_num_6.jpg,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_5_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_5_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_5_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_5_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_5_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_5_num_6.jpg,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_6_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_6_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_6_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_6_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_6_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_6_num_6.jpg,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_7_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_7_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_7_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_7_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_7_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_7_num_6.jpg,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_8_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_8_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_8_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_8_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_8_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_8_num_6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_9_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_9_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_9_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_9_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_9_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_9_num_6.jpg,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_10_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_10_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_10_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_10_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_10_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_10_num_6.jpg,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_11_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_11_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_11_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_11_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_11_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_11_num_6.jpg,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_12_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_12_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_12_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_12_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_12_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_12_num_6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_13_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_13_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_13_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_13_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_13_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_13_num_6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_14_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_14_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_14_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_14_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_14_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_14_num_6.jpg,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_15_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_15_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_15_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_15_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_15_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_15_num_6.jpg,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_16_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_16_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_16_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_16_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_16_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_16_num_6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_17_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_17_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_17_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_17_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_17_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_17_num_6.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_18_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_18_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_18_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_18_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_18_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_18_num_6.jpg,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_19_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_19_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_19_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_19_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_19_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_19_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_20_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_20_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_20_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_20_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_20_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_20_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_21_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_21_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_21_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_21_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_21_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_21_num_6.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_22_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_22_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_22_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_22_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_22_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_22_num_6.jpg,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_23_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_23_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_23_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_23_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_23_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_23_num_6.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_24_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_24_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_24_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_24_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_24_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_24_num_6.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_25_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_25_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_25_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_25_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_25_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_25_num_6.jpg,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_26_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_26_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_26_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_26_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_26_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_26_num_6.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_28_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_28_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_28_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_28_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_28_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_28_num_6.jpg,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_29_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_29_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_29_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_29_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_29_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_29_num_6.jpg,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_30_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_30_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_30_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_30_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_30_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_30_num_6.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_31_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_31_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_31_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_31_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_31_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_31_num_6.jpg,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_32_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_32_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_32_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_32_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_32_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_32_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_33_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_33_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_33_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_33_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_33_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_33_num_6.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_34_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_34_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_34_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_34_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_34_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_34_num_6.jpg,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_35_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_35_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_35_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_35_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_35_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_35_num_6.jpg,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_36_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_36_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_36_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_36_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_36_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_36_num_6.jpg,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_37_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_37_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_37_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_37_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_37_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_37_num_6.jpg,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_38_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_38_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_38_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_38_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_38_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_38_num_6.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_39_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_39_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_39_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_39_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_39_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_39_num_6.jpg,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_40_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_40_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_40_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_40_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_40_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_40_num_6.jpg,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_41_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_41_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_41_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_41_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_41_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_41_num_6.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Middle
